ID,Word,POS,Tag
1,market,NOUN,"thirsty_crow,nex_hardware_queries"
1,but,CCONJ,"thirsty_crow,nex_hardware_queries"
1,it,PRON,"thirsty_crow,nex_hardware_queries"
1,was,VERB,"thirsty_crow,nex_hardware_queries"
1,not,ADV,"thirsty_crow,nex_hardware_queries"
1,available,ADJ,"thirsty_crow,nex_hardware_queries"
1,.,PUNCT,"thirsty_crow,nex_hardware_queries"
1,We,PRON,"thirsty_crow,nex_hardware_queries"
1,also,ADV,"thirsty_crow,nex_hardware_queries"
1,looked,VERB,"thirsty_crow,nex_hardware_queries"
1,online,ADV,"thirsty_crow,nex_hardware_queries"
1,but,CCONJ,"thirsty_crow,nex_hardware_queries"
1,it,PRON,"thirsty_crow,nex_hardware_queries"
1,will,VERB,"thirsty_crow,nex_hardware_queries"
1,take,VERB,"thirsty_crow,nex_hardware_queries"
1,a,DET,"thirsty_crow,nex_hardware_queries"
1,lot,NOUN,"thirsty_crow,nex_hardware_queries"
1,of,ADP,"thirsty_crow,nex_hardware_queries"
1,time,NOUN,"thirsty_crow,nex_hardware_queries"
1,to,ADP,"thirsty_crow,nex_hardware_queries"
1,So,ADV,"thirsty_crow,nex_hardware_queries"
1,can,VERB,"thirsty_crow,nex_hardware_queries"
1,we,PRON,"thirsty_crow,nex_hardware_queries"
1,use,VERB,"thirsty_crow,nex_hardware_queries"
1,arduino,ADJ,"thirsty_crow,nex_hardware_queries"
1,atmega2560,NOUN,"thirsty_crow,nex_hardware_queries"
1,board,NOUN,"thirsty_crow,nex_hardware_queries"
1,instead,ADV,"thirsty_crow,nex_hardware_queries"
1,of,ADP,"thirsty_crow,nex_hardware_queries"
1,Atmega2560,PROPN,"thirsty_crow,nex_hardware_queries"
1,development,NOUN,"thirsty_crow,nex_hardware_queries"
1,board,NOUN,"thirsty_crow,nex_hardware_queries"
1,as,ADP,"thirsty_crow,nex_hardware_queries"
1,the,DET,"thirsty_crow,nex_hardware_queries"
1,micro,ADJ,"thirsty_crow,nex_hardware_queries"
1,-,NOUN,"thirsty_crow,nex_hardware_queries"
1,controller,NOUN,"thirsty_crow,nex_hardware_queries"
1,is,VERB,"thirsty_crow,nex_hardware_queries"
1,same,ADJ,"thirsty_crow,nex_hardware_queries"
1,in,ADP,"thirsty_crow,nex_hardware_queries"
1,both,CCONJ,"thirsty_crow,nex_hardware_queries"
1,the,DET,"thirsty_crow,nex_hardware_queries"
1,boards,NOUN,"thirsty_crow,nex_hardware_queries"
1,i.e,X,"thirsty_crow,nex_hardware_queries"
1,mega2560,NOUN,"thirsty_crow,nex_hardware_queries"
1,.,PUNCT,"thirsty_crow,nex_hardware_queries"
2,Respected,PROPN,"thirsty_crow,nex_hardware_queries"
2,SirOur,PROPN,"thirsty_crow,nex_hardware_queries"
2,avr,NOUN,"thirsty_crow,nex_hardware_queries"
2,atmega2560,ADJ,"thirsty_crow,nex_hardware_queries"
2,development,NOUN,"thirsty_crow,nex_hardware_queries"
2,board,NOUN,"thirsty_crow,nex_hardware_queries"
2,has,VERB,"thirsty_crow,nex_hardware_queries"
2,stopped,VERB,"thirsty_crow,nex_hardware_queries"
2,working,VERB,"thirsty_crow,nex_hardware_queries"
2,properly,ADV,"thirsty_crow,nex_hardware_queries"
2,.,PUNCT,"thirsty_crow,nex_hardware_queries"
2,The,DET,"thirsty_crow,nex_hardware_queries"
2,port,NOUN,"thirsty_crow,nex_hardware_queries"
2,pins,NOUN,"thirsty_crow,nex_hardware_queries"
2,are,VERB,"thirsty_crow,nex_hardware_queries"
2,getting,VERB,"thirsty_crow,nex_hardware_queries"
2,high,ADJ,"thirsty_crow,nex_hardware_queries"
2,and,CCONJ,"thirsty_crow,nex_hardware_queries"
2,low,ADJ,"thirsty_crow,nex_hardware_queries"
2,on,ADP,"thirsty_crow,nex_hardware_queries"
2,there,ADV,"thirsty_crow,nex_hardware_queries"
2,own,ADJ,"thirsty_crow,nex_hardware_queries"
2,.,PUNCT,"thirsty_crow,nex_hardware_queries"
2,Most,ADV,"thirsty_crow,nex_hardware_queries"
2,probably,ADV,"thirsty_crow,nex_hardware_queries"
2,the,DET,"thirsty_crow,nex_hardware_queries"
2,board,NOUN,"thirsty_crow,nex_hardware_queries"
2,has,VERB,"thirsty_crow,nex_hardware_queries"
2,been,VERB,"thirsty_crow,nex_hardware_queries"
2,short,ADV,"thirsty_crow,nex_hardware_queries"
2,circuited,VERB,"thirsty_crow,nex_hardware_queries"
2,.,PUNCT,"thirsty_crow,nex_hardware_queries"
2,We,PRON,"thirsty_crow,nex_hardware_queries"
2,looked,VERB,"thirsty_crow,nex_hardware_queries"
2,for,ADP,"thirsty_crow,nex_hardware_queries"
2,the,DET,"thirsty_crow,nex_hardware_queries"
2,same,ADJ,"thirsty_crow,nex_hardware_queries"
2,board,NOUN,"thirsty_crow,nex_hardware_queries"
2,in,ADP,"thirsty_crow,nex_hardware_queries"
2,the,DET,"thirsty_crow,nex_hardware_queries"
2,market,NOUN,"thirsty_crow,nex_hardware_queries"
2,but,CCONJ,"thirsty_crow,nex_hardware_queries"
2,it,PRON,"thirsty_crow,nex_hardware_queries"
2,was,VERB,"thirsty_crow,nex_hardware_queries"
2,not,ADV,"thirsty_crow,nex_hardware_queries"
2,available,ADJ,"thirsty_crow,nex_hardware_queries"
2,.,PUNCT,"thirsty_crow,nex_hardware_queries"
2,We,PRON,"thirsty_crow,nex_hardware_queries"
2,also,ADV,"thirsty_crow,nex_hardware_queries"
2,looked,VERB,"thirsty_crow,nex_hardware_queries"
2,online,ADV,"thirsty_crow,nex_hardware_queries"
2,but,CCONJ,"thirsty_crow,nex_hardware_queries"
2,it,PRON,"thirsty_crow,nex_hardware_queries"
2,will,VERB,"thirsty_crow,nex_hardware_queries"
2,take,VERB,"thirsty_crow,nex_hardware_queries"
2,a,DET,"thirsty_crow,nex_hardware_queries"
2,lot,NOUN,"thirsty_crow,nex_hardware_queries"
2,of,ADP,"thirsty_crow,nex_hardware_queries"
2,time,NOUN,"thirsty_crow,nex_hardware_queries"
2,to,ADP,"thirsty_crow,nex_hardware_queries"
2,So,ADV,"thirsty_crow,nex_hardware_queries"
2,can,VERB,"thirsty_crow,nex_hardware_queries"
2,we,PRON,"thirsty_crow,nex_hardware_queries"
2,use,VERB,"thirsty_crow,nex_hardware_queries"
2,arduino,ADJ,"thirsty_crow,nex_hardware_queries"
2,atmega2560,NOUN,"thirsty_crow,nex_hardware_queries"
2,board,NOUN,"thirsty_crow,nex_hardware_queries"
2,instead,ADV,"thirsty_crow,nex_hardware_queries"
2,of,ADP,"thirsty_crow,nex_hardware_queries"
2,Atmega2560,PROPN,"thirsty_crow,nex_hardware_queries"
2,development,NOUN,"thirsty_crow,nex_hardware_queries"
2,board,NOUN,"thirsty_crow,nex_hardware_queries"
2,as,ADP,"thirsty_crow,nex_hardware_queries"
2,the,DET,"thirsty_crow,nex_hardware_queries"
2,micro,ADJ,"thirsty_crow,nex_hardware_queries"
2,-,NOUN,"thirsty_crow,nex_hardware_queries"
2,controller,NOUN,"thirsty_crow,nex_hardware_queries"
2,is,VERB,"thirsty_crow,nex_hardware_queries"
2,same,ADJ,"thirsty_crow,nex_hardware_queries"
2,in,ADP,"thirsty_crow,nex_hardware_queries"
2,both,CCONJ,"thirsty_crow,nex_hardware_queries"
2,the,DET,"thirsty_crow,nex_hardware_queries"
2,boards,NOUN,"thirsty_crow,nex_hardware_queries"
2,i.e,X,"thirsty_crow,nex_hardware_queries"
2,mega2560,NOUN,"thirsty_crow,nex_hardware_queries"
2,.,PUNCT,"thirsty_crow,nex_hardware_queries"
3,Sir,PROPN,ant_bot
3,",",PUNCT,ant_bot
3,A,DET,ant_bot
3,mail,NOUN,ant_bot
3,was,VERB,ant_bot
3,sent,VERB,ant_bot
3,on,ADP,ant_bot
3,the,DET,ant_bot
3,helpdesk,NOUN,ant_bot
3,three,NUM,ant_bot
3,days,NOUN,ant_bot
3,ago,ADV,ant_bot
3,regarding,VERB,ant_bot
3,a,DET,ant_bot
3,problem,NOUN,ant_bot
3,we,PRON,ant_bot
3,have,VERB,ant_bot
3,been,VERB,ant_bot
3,facing,VERB,ant_bot
3,.,PUNCT,ant_bot
3,There,ADV,ant_bot
3,has,VERB,ant_bot
3,been,VERB,ant_bot
3,no,DET,ant_bot
3,reply,NOUN,ant_bot
3,yet,ADV,ant_bot
3,.,PUNCT,ant_bot
3,Please,INTJ,ant_bot
3,help,VERB,ant_bot
3,.,PUNCT,ant_bot
4,Sir,PROPN,ant_bot
4,",",PUNCT,ant_bot
4,A,DET,ant_bot
4,mail,NOUN,ant_bot
4,was,VERB,ant_bot
4,sent,VERB,ant_bot
4,on,ADP,ant_bot
4,the,DET,ant_bot
4,helpdesk,NOUN,ant_bot
4,three,NUM,ant_bot
4,days,NOUN,ant_bot
4,ago,ADV,ant_bot
4,regarding,VERB,ant_bot
4,a,DET,ant_bot
4,problem,NOUN,ant_bot
4,we,PRON,ant_bot
4,have,VERB,ant_bot
4,been,VERB,ant_bot
4,facing,VERB,ant_bot
4,.,PUNCT,ant_bot
4,There,ADV,ant_bot
4,has,VERB,ant_bot
4,been,VERB,ant_bot
4,no,DET,ant_bot
4,reply,NOUN,ant_bot
4,yet,ADV,ant_bot
4,.,PUNCT,ant_bot
4,Please,INTJ,ant_bot
4,help,VERB,ant_bot
4,.,PUNCT,ant_bot
5,We,PRON,ant_bot
5,want,VERB,ant_bot
5,to,PART,ant_bot
5,use,VERB,ant_bot
5,a,DET,ant_bot
5,Yaw,PROPN,ant_bot
5,sensor,NOUN,ant_bot
5,as,ADP,ant_bot
5,an,DET,ant_bot
5,additional,ADJ,ant_bot
5,actuator,NOUN,ant_bot
5,to,PART,ant_bot
5,turn,VERB,ant_bot
5,the,DET,ant_bot
5,robot(ant,ADJ,ant_bot
5,-,PUNCT,ant_bot
5,bot,NOUN,ant_bot
5,),PUNCT,ant_bot
5,perfectly,ADV,ant_bot
5,by,ADP,ant_bot
5,90,NUM,ant_bot
5,degrees/,NOUN,ant_bot
5,45,NUM,ant_bot
5,degrees,NOUN,ant_bot
5,.,PUNCT,ant_bot
5,Can,VERB,ant_bot
5,we,PRON,ant_bot
5,use,VERB,ant_bot
5,it,PRON,ant_bot
5,?,PUNCT,ant_bot
5,Team,NOUN,ant_bot
5,ID,PROPN,ant_bot
5,:,PUNCT,ant_bot
5,2121,NUM,ant_bot
5,Theme,NOUN,ant_bot
5,:,PUNCT,ant_bot
5,Ant,ADJ,ant_bot
5,-,PUNCT,ant_bot
5,bot,NOUN,ant_bot
6,We,PRON,ant_bot
6,want,VERB,ant_bot
6,to,PART,ant_bot
6,use,VERB,ant_bot
6,a,DET,ant_bot
6,Yaw,PROPN,ant_bot
6,sensor,NOUN,ant_bot
6,as,ADP,ant_bot
6,an,DET,ant_bot
6,additional,ADJ,ant_bot
6,actuator,NOUN,ant_bot
6,to,PART,ant_bot
6,turn,VERB,ant_bot
6,the,DET,ant_bot
6,robot(ant,ADJ,ant_bot
6,-,PUNCT,ant_bot
6,bot,NOUN,ant_bot
6,),PUNCT,ant_bot
6,perfectly,ADV,ant_bot
6,by,ADP,ant_bot
6,90,NUM,ant_bot
6,degrees/,NOUN,ant_bot
6,45,NUM,ant_bot
6,degrees,NOUN,ant_bot
6,.,PUNCT,ant_bot
6,Can,VERB,ant_bot
6,we,PRON,ant_bot
6,use,VERB,ant_bot
6,it,PRON,ant_bot
6,?,PUNCT,ant_bot
6,Team,NOUN,ant_bot
6,ID,PROPN,ant_bot
6,:,PUNCT,ant_bot
6,2121,NUM,ant_bot
6,Theme,NOUN,ant_bot
6,:,PUNCT,ant_bot
6,Ant,ADJ,ant_bot
6,-,PUNCT,ant_bot
6,bot,NOUN,ant_bot
7,How,ADV,ant_bot
7,and,CCONJ,ant_bot
7,till,ADP,ant_bot
7,when,ADV,ant_bot
7,will,VERB,ant_bot
7,get,VERB,ant_bot
7,the,DET,ant_bot
7,certificate,NOUN,ant_bot
7,of,ADP,ant_bot
7,participation,NOUN,ant_bot
7,?,PUNCT,ant_bot
8,How,ADV,ant_bot
8,and,CCONJ,ant_bot
8,till,ADP,ant_bot
8,when,ADV,ant_bot
8,will,VERB,ant_bot
8,get,VERB,ant_bot
8,the,DET,ant_bot
8,certificate,NOUN,ant_bot
8,of,ADP,ant_bot
8,participation,NOUN,ant_bot
8,?,PUNCT,ant_bot
11,eYRC,PROPN,ant_bot
11,TeamID,PROPN,ant_bot
11,-,PUNCT,ant_bot
11,2683,NUM,ant_bot
11,sir,NOUN,ant_bot
11,",",PUNCT,ant_bot
11,due,ADP,ant_bot
11,to,ADP,ant_bot
11,large,ADJ,ant_bot
11,file,NOUN,ant_bot
11,we,PRON,ant_bot
11,were,VERB,ant_bot
11,unable,ADJ,ant_bot
11,to,PART,ant_bot
11,upload,VERB,ant_bot
11,on,ADP,ant_bot
11,you,PRON,ant_bot
11,tube,VERB,ant_bot
11,on,ADP,ant_bot
11,time,NOUN,ant_bot
11,",",PUNCT,ant_bot
11,and,CCONJ,ant_bot
11,also,ADV,ant_bot
11,we,PRON,ant_bot
11,mistook,VERB,ant_bot
11,the,DET,ant_bot
11,penalty,NOUN,ant_bot
11,dates,VERB,ant_bot
11,after,ADP,ant_bot
11,24,NUM,ant_bot
11,th,PROPN,ant_bot
11,Feb,PROPN,ant_bot
11,.,PUNCT,ant_bot
11,Now,ADV,ant_bot
11,we,PRON,ant_bot
11,are,VERB,ant_bot
11,trying,VERB,ant_bot
11,since,ADP,ant_bot
11,morning,NOUN,ant_bot
11,to,PART,ant_bot
11,upload,VERB,ant_bot
11,the,DET,ant_bot
11,link,NOUN,ant_bot
11,as,ADP,ant_bot
11,we,PRON,ant_bot
11,have,VERB,ant_bot
11,send,VERB,ant_bot
11,the,DET,ant_bot
11,code,NOUN,ant_bot
11,yesterday,NOUN,ant_bot
11,only,ADV,ant_bot
11,.,PUNCT,ant_bot
11,We,PRON,ant_bot
11,have,VERB,ant_bot
11,sent,VERB,ant_bot
11,you,PRON,ant_bot
11,mail,NOUN,ant_bot
11,regarding,VERB,ant_bot
11,the,DET,ant_bot
11,video,NOUN,ant_bot
11,submission,NOUN,ant_bot
11,Please,INTJ,ant_bot
11,consider,VERB,ant_bot
11,our,DET,ant_bot
11,mail,NOUN,ant_bot
11,.,PUNCT,ant_bot
12,eYRC,PROPN,ant_bot
12,TeamID,PROPN,ant_bot
12,-,PUNCT,ant_bot
12,2683,NUM,ant_bot
12,sir,NOUN,ant_bot
12,",",PUNCT,ant_bot
12,due,ADP,ant_bot
12,to,ADP,ant_bot
12,large,ADJ,ant_bot
12,file,NOUN,ant_bot
12,we,PRON,ant_bot
12,were,VERB,ant_bot
12,unable,ADJ,ant_bot
12,to,PART,ant_bot
12,upload,VERB,ant_bot
12,on,ADP,ant_bot
12,you,PRON,ant_bot
12,tube,VERB,ant_bot
12,on,ADP,ant_bot
12,time,NOUN,ant_bot
12,",",PUNCT,ant_bot
12,and,CCONJ,ant_bot
12,also,ADV,ant_bot
12,we,PRON,ant_bot
12,mistook,VERB,ant_bot
12,the,DET,ant_bot
12,penalty,NOUN,ant_bot
12,dates,VERB,ant_bot
12,after,ADP,ant_bot
12,24,NUM,ant_bot
12,th,PROPN,ant_bot
12,Feb,PROPN,ant_bot
12,.,PUNCT,ant_bot
12,Now,ADV,ant_bot
12,we,PRON,ant_bot
12,are,VERB,ant_bot
12,trying,VERB,ant_bot
12,since,ADP,ant_bot
12,morning,NOUN,ant_bot
12,to,PART,ant_bot
12,upload,VERB,ant_bot
12,the,DET,ant_bot
12,link,NOUN,ant_bot
12,as,ADP,ant_bot
12,we,PRON,ant_bot
12,have,VERB,ant_bot
12,send,VERB,ant_bot
12,the,DET,ant_bot
12,code,NOUN,ant_bot
12,yesterday,NOUN,ant_bot
12,only,ADV,ant_bot
12,.,PUNCT,ant_bot
12,We,PRON,ant_bot
12,have,VERB,ant_bot
12,sent,VERB,ant_bot
12,you,PRON,ant_bot
12,mail,NOUN,ant_bot
12,regarding,VERB,ant_bot
12,the,DET,ant_bot
12,video,NOUN,ant_bot
12,submission,NOUN,ant_bot
12,Please,INTJ,ant_bot
12,consider,VERB,ant_bot
12,our,DET,ant_bot
12,mail,NOUN,ant_bot
12,.,PUNCT,ant_bot
13,Respected,VERB,ant_bot
13,sir,NOUN,ant_bot
13,",",PUNCT,ant_bot
13,We,PRON,ant_bot
13,have,VERB,ant_bot
13,changed,VERB,ant_bot
13,all,DET,ant_bot
13,the,DET,ant_bot
13,three,NUM,ant_bot
13,components,NOUN,ant_bot
13,as,ADP,ant_bot
13,we,PRON,ant_bot
13,were,VERB,ant_bot
13,having,VERB,ant_bot
13,a,DET,ant_bot
13,fault,NOUN,ant_bot
13,in,ADP,ant_bot
13,driving,VERB,ant_bot
13,the,DET,ant_bot
13,robot,NOUN,ant_bot
13,:,PUNCT,ant_bot
13,Battery,PROPN,ant_bot
13,",",PUNCT,ant_bot
13,Motor,PROPN,ant_bot
13,Driver,PROPN,ant_bot
13,&,CCONJ,ant_bot
13,Motors,PROPN,ant_bot
13,according,VERB,ant_bot
13,to,ADP,ant_bot
13,the,DET,ant_bot
13,given,VERB,ant_bot
13,specifications,NOUN,ant_bot
13,last,ADJ,ant_bot
13,week,NOUN,ant_bot
13,.,PUNCT,ant_bot
13,After,ADP,ant_bot
13,that,DET,ant_bot
13,our,DET,ant_bot
13,robot,NOUN,ant_bot
13,started,VERB,ant_bot
13,working,VERB,ant_bot
13,properly,ADV,ant_bot
13,.,PUNCT,ant_bot
13,Suddenly,ADV,ant_bot
13,",",PUNCT,ant_bot
13,today,NOUN,ant_bot
13,we,PRON,ant_bot
13,are,VERB,ant_bot
13,getting,VERB,ant_bot
13,an,DET,ant_bot
13,issue,NOUN,ant_bot
13,that,ADP,ant_bot
13,our,DET,ant_bot
13,battery,NOUN,ant_bot
13,drains,VERB,ant_bot
13,away,ADV,ant_bot
13,as,ADP,ant_bot
13,soon,ADV,ant_bot
13,we,PRON,ant_bot
13,give,VERB,ant_bot
13,PWM,PROPN,ant_bot
13,to,ADP,ant_bot
13,it,PRON,ant_bot
13,.,PUNCT,ant_bot
13,It,PRON,ant_bot
13,is,VERB,ant_bot
13,a,DET,ant_bot
13,genuine,ADJ,ant_bot
13,problem,NOUN,ant_bot
13,and,CCONJ,ant_bot
13,we,PRON,ant_bot
13,request,VERB,ant_bot
13,that,DET,ant_bot
13,please,INTJ,ant_bot
13,look,VERB,ant_bot
13,into,ADP,ant_bot
13,the,DET,ant_bot
13,matter,NOUN,ant_bot
13,and,CCONJ,ant_bot
13,reply,NOUN,ant_bot
13,at,ADP,ant_bot
13,the,DET,ant_bot
13,earliest,ADJ,ant_bot
13,.,PUNCT,ant_bot
13,Our,DET,ant_bot
13,Team,PROPN,ant_bot
13,ID,PROPN,ant_bot
13,is,VERB,ant_bot
13,AntBot,PROPN,ant_bot
13,#,SYM,ant_bot
13,2640,NUM,ant_bot
13,.,PUNCT,ant_bot
13,Following,VERB,ant_bot
13,is,VERB,ant_bot
13,the,DET,ant_bot
13,video,NOUN,ant_bot
13,depicting,VERB,ant_bot
13,the,DET,ant_bot
13,same,ADJ,ant_bot
13,:,PUNCT,ant_bot
14,Respected,VERB,ant_bot
14,sir,NOUN,ant_bot
14,",",PUNCT,ant_bot
14,We,PRON,ant_bot
14,have,VERB,ant_bot
14,changed,VERB,ant_bot
14,all,DET,ant_bot
14,the,DET,ant_bot
14,three,NUM,ant_bot
14,components,NOUN,ant_bot
14,as,ADP,ant_bot
14,we,PRON,ant_bot
14,were,VERB,ant_bot
14,having,VERB,ant_bot
14,a,DET,ant_bot
14,fault,NOUN,ant_bot
14,in,ADP,ant_bot
14,driving,VERB,ant_bot
14,the,DET,ant_bot
14,robot,NOUN,ant_bot
14,:,PUNCT,ant_bot
14,Battery,PROPN,ant_bot
14,",",PUNCT,ant_bot
14,Motor,PROPN,ant_bot
14,Driver,PROPN,ant_bot
14,&,CCONJ,ant_bot
14,Motors,PROPN,ant_bot
14,according,VERB,ant_bot
14,to,ADP,ant_bot
14,the,DET,ant_bot
14,given,VERB,ant_bot
14,specifications,NOUN,ant_bot
14,last,ADJ,ant_bot
14,week,NOUN,ant_bot
14,.,PUNCT,ant_bot
14,After,ADP,ant_bot
14,that,DET,ant_bot
14,our,DET,ant_bot
14,robot,NOUN,ant_bot
14,started,VERB,ant_bot
14,working,VERB,ant_bot
14,properly,ADV,ant_bot
14,.,PUNCT,ant_bot
14,Suddenly,ADV,ant_bot
14,",",PUNCT,ant_bot
14,today,NOUN,ant_bot
14,we,PRON,ant_bot
14,are,VERB,ant_bot
14,getting,VERB,ant_bot
14,an,DET,ant_bot
14,issue,NOUN,ant_bot
14,that,ADP,ant_bot
14,our,DET,ant_bot
14,battery,NOUN,ant_bot
14,drains,VERB,ant_bot
14,away,ADV,ant_bot
14,as,ADP,ant_bot
14,soon,ADV,ant_bot
14,we,PRON,ant_bot
14,give,VERB,ant_bot
14,PWM,PROPN,ant_bot
14,to,ADP,ant_bot
14,it,PRON,ant_bot
14,.,PUNCT,ant_bot
14,It,PRON,ant_bot
14,is,VERB,ant_bot
14,a,DET,ant_bot
14,genuine,ADJ,ant_bot
14,problem,NOUN,ant_bot
14,and,CCONJ,ant_bot
14,we,PRON,ant_bot
14,request,VERB,ant_bot
14,that,DET,ant_bot
14,please,INTJ,ant_bot
14,look,VERB,ant_bot
14,into,ADP,ant_bot
14,the,DET,ant_bot
14,matter,NOUN,ant_bot
14,and,CCONJ,ant_bot
14,reply,NOUN,ant_bot
14,at,ADP,ant_bot
14,the,DET,ant_bot
14,earliest,ADJ,ant_bot
14,.,PUNCT,ant_bot
14,Our,DET,ant_bot
14,Team,PROPN,ant_bot
14,ID,PROPN,ant_bot
14,is,VERB,ant_bot
14,AntBot,PROPN,ant_bot
14,#,SYM,ant_bot
14,2640,NUM,ant_bot
14,.,PUNCT,ant_bot
14,Following,VERB,ant_bot
14,is,VERB,ant_bot
14,the,DET,ant_bot
14,video,NOUN,ant_bot
14,depicting,VERB,ant_bot
14,the,DET,ant_bot
14,same,ADJ,ant_bot
14,:,PUNCT,ant_bot
15,Sir,PROPN,ant_bot
15,",",PUNCT,ant_bot
15,In,ADP,ant_bot
15,the,DET,ant_bot
15,results,NOUN,ant_bot
15,for,ADP,ant_bot
15,the,DET,ant_bot
15,progress,NOUN,ant_bot
15,task,NOUN,ant_bot
15,",",PUNCT,ant_bot
15,the,DET,ant_bot
15,remark,NOUN,ant_bot
15,says,VERB,ant_bot
15,code,NOUN,ant_bot
15,not,ADV,ant_bot
15,submitted,VERB,ant_bot
15,and,CCONJ,ant_bot
15,hence,ADV,ant_bot
15,deduction,NOUN,ant_bot
15,of,ADP,ant_bot
15,marks,NOUN,ant_bot
15,are,VERB,ant_bot
15,there,ADV,ant_bot
15,.,PUNCT,ant_bot
15,But,CCONJ,ant_bot
15,we,PRON,ant_bot
15,had,VERB,ant_bot
15,submitted,VERB,ant_bot
15,the,DET,ant_bot
15,codes,NOUN,ant_bot
15,in,ADP,ant_bot
15,folder,NOUN,ant_bot
15,with,ADP,ant_bot
15,our,DET,ant_bot
15,team,NOUN,ant_bot
15,i,PRON,ant_bot
15,d,AUX,ant_bot
15,.,PUNCT,ant_bot
15,Kindly,ADV,ant_bot
15,re,VERB,ant_bot
15,evaluate,VERB,ant_bot
15,our,DET,ant_bot
15,submission,NOUN,ant_bot
15,.,PUNCT,ant_bot
15,Also,ADV,ant_bot
15,it,PRON,ant_bot
15,states,VERB,ant_bot
15,that,ADP,ant_bot
15,video,NOUN,ant_bot
15,was,VERB,ant_bot
15,not,ADV,ant_bot
15,from,ADP,ant_bot
15,top,ADJ,ant_bot
15,angle,NOUN,ant_bot
15,view,NOUN,ant_bot
15,.,PUNCT,ant_bot
15,But,CCONJ,ant_bot
15,we,PRON,ant_bot
15,tried,VERB,ant_bot
15,the,DET,ant_bot
15,best,ADJ,ant_bot
15,possible,ADJ,ant_bot
15,way,NOUN,ant_bot
15,to,PART,ant_bot
15,capture,VERB,ant_bot
15,the,DET,ant_bot
15,video,NOUN,ant_bot
15,overhead,ADV,ant_bot
15,the,DET,ant_bot
15,flex,NOUN,ant_bot
15,.,PUNCT,ant_bot
15,Kindly,ADV,ant_bot
15,reconsider,VERB,ant_bot
15,the,DET,ant_bot
15,penalty,NOUN,ant_bot
15,.,PUNCT,ant_bot
15,Team,PROPN,ant_bot
15,ID:400,PROPN,ant_bot
16,Sir,PROPN,ant_bot
16,",",PUNCT,ant_bot
16,In,ADP,ant_bot
16,the,DET,ant_bot
16,results,NOUN,ant_bot
16,for,ADP,ant_bot
16,the,DET,ant_bot
16,progress,NOUN,ant_bot
16,task,NOUN,ant_bot
16,",",PUNCT,ant_bot
16,the,DET,ant_bot
16,remark,NOUN,ant_bot
16,says,VERB,ant_bot
16,code,NOUN,ant_bot
16,not,ADV,ant_bot
16,submitted,VERB,ant_bot
16,and,CCONJ,ant_bot
16,hence,ADV,ant_bot
16,deduction,NOUN,ant_bot
16,of,ADP,ant_bot
16,marks,NOUN,ant_bot
16,are,VERB,ant_bot
16,there,ADV,ant_bot
16,.,PUNCT,ant_bot
16,But,CCONJ,ant_bot
16,we,PRON,ant_bot
16,had,VERB,ant_bot
16,submitted,VERB,ant_bot
16,the,DET,ant_bot
16,codes,NOUN,ant_bot
16,in,ADP,ant_bot
