QUERY_ID	TITLE	MAIN_CONTENT	TAGS
jd9pkaxt9ki45y	Progress Video	As our exams are going on and we were not able to upload the video as we havent completed the task which we had to submit in progress video. Could i know which is the latest date by which we can upload the progress video coz our exams are yet going on? And what if we dont complete the task as in progress video but within a days we work hard and submit the final task on 27th feb..Would not submitting the progress video affect us in future?	planter_bot
jd99bocrble2fg	Delay in progress video submission	Group No.2242 We'll need 1-2 days to make the final submission.	planter_bot
jd91idjtccy4hp	Suggestion	If anyone is done with recording and uploading of their progress video, can u share your link ?? It will be really helpful to see it. Thanks	planter_bot
jd91e2ayn6oo	Task Help	Sir/Madam , our team id is 2242. Our robot moves the path smoothly when i use a webcamera, when i use the picam the video feed gets stuck at one point , and bot keeps that frame only causing the bot to malfunction. The code remains the same in both the cases. I am processing picamera at 160,120 resolution and frame rate of 6. Olease suggest how to overcome the problem. Note: i have used a kind a feedback technique only.	planter_bot
jd8dyl1ypbrer	Error	my camera was working fine but suddenly its showing this error, can u tell me what does this error mean. 	planter_bot
jd64ii4q4mc5ui	Problem with encoder motor	One of our encoder motor has started to malfunction, due to which we are not able to work on it.What should we do now??? 	planter_bot
jd5w1lzfmbd3hv	      REGARDING SUBMISSION OF VIDEO ON 4TH OF FEB,2018	TEAM ID - 4060 Respected Sir/Ma'am we are not able to upload the progression video on 4th of Feb,2018 as our internal examinations are going on in the college. So can we upload the video later? Is there any problem if we aren't upload the video.	planter_bot
jd5m41x2c2l5xh	doubt about traversal during plucking	Consider the bot at the next(front) node of tree whose fruit must be plucked. After plucking the bot must move towards the right/left node of the trees position.Following the line may take more time.Hence can we move circularly around the tree without following the line(not following the black line only around the tree)?	harvester_bot
jd4uzutrmtg4ho	      not able to change our motor speed, by the changeDutycycle()	we have tried altering the arguments for the ChangeDutycycle(), but the motor speed is not changing. we have kept the circuitry and connections same as that provided in the hardware and the software testing. it is always moving with the same speed. Can anyone help with this.....or anyone who has been facing the same problem	planter_bot
jd4mxvtca9042l	Changing speed of motor	Is it safe to change the values of duty cycle to obtain different speeds in the arena ... Or do we have to use some additional functions.. if so, pls provide link for the same	planter_bot
jd4lwypxpz32xq	regarding general rules	one of our team member is not well at present and might take months to recover so can we proceed in the contest with only three team members??	transporter_bot
jd4lmv90grs6lk	Lipo battery power  drains rapidly	Team id : 2778  Sir, what is the time duration for Charing Lipo battery?? We charge it for 45 minutes but thenafter it discharges rapidly almost within 10 minutes. So what should we do for replace it ?? battery : 1V 2100mah 	planter_bot
jd4ige65q5i34d	picam video not smooth	after trying hard we are unable to the smooth video by the picam. the video is like hanging up. we tried a lot by setting a perfect combination of resolution to FPS, but still we dont get satisfactory result.	planter_bot
jd4bzq9ugpx3a0	where to end run in video.	the task says we have to go till H7 and blink . Does the video end here or does the bot have to traverse the whole arena?	planter_bot
jd460asocko25d	Picamera query	Can anyone help me with a lower resolution option apart from the ones mentioned in the picture. I took the screenshot from picam documentation only. I want a good choice of resolution and frame rate to do the processing, but unable to get the correct option .please help me here.  	planter_bot
jd42ayc33cy4ev	Using fan for cooling	Can we use a fan for our pi. We made a fan using a motor and a cardboard	planter_bot
jd3kvtgjqy652m	SSH	I was uploading program through SSH and suddenly my RPi stopped responding to SSH. Not able to see login Pi window after starting session on SSH??? 	planter_bot
jd3fw1hcuge7d1	Communication between R-pi and Firebird-V	Hello Sir Can you please provide us with resources regarding communication between Firebird-V and R-pi? How the communication need to be done?	harvester_bot
jd1tt13awyj5k3	Expansion slot pin naming in firebird V ?	Can anyone explain the numbering of expansion slot because if we consider left numbering than right is wrong and vice versa ?	harvester_bot
jd1nek6wuvn3mk	Regarding Rulebook	Dear sir We are getting confused whether the fruit table(which indicated where the fruit is on the tree) will be given? or we will be provided with 1)Tree Table 2)Deposition zone table 3)Required fruit table only? please help.. team id 114	harvester_bot
jd1jkdr19m16eq	FPS of video	We are using fps = 3 as on increasing it our raspbeerypi get too much hot. Can somebody tell how can I increase its fps please	planter_bot
jd0lqx869sv1lc	Regarding zone indicator	We are able to follow the track completely.. But for zone indicator detection..we have checked color at six position Cx+50,cy-5 Cx-50,cy-5 Cx+50,cy-45 Cx-50,cy-45 Cx-50,cy-80, Cx+50,cy-80  And if cy-5,if it is black and cy-45 it is black and if cy-80 it is white we have programmed to stop motor.. But the frame is gone at that speed, it is not able to processed...pls instruct..	planter_bot
jd0lhtrzi8158s	Regarding speed	Our bot is following the track completely..with accuracy...but speed is slow... We have given right.changedutycycle(15)..and for also..in similar way.. But if we increase it..then it will not able process the frame correctly pls...instruct..	planter_bot
jd0g1yl0gio5x2	AVRdude	Is it compulsory to use AVRdude for programming of firebird?	harvester_bot
jczo2qj4gih38p	YouTube file	"Dear sir,  We had uploaded the video on YouTube according to the standards given to us, before the deadline. But when the file finished uploading for some reason it got saved as ""Untitled"". We tried uploading it again and once more it got saved as ""Untitled"". We're not able to edit the name of the video. We have pasted the link to the video on our e-YRC page. Please guide us on how to proceed further.  Team ID #4545"	transporter_bot
jcz5ondz3nc3mf	"      when uploading in youtube, we are getting an error ""angular brackets are not allowed"""	"so, we uploaded the video with the name ""e-YRC-HB#(2361)_Task5_Progress_Video"" i.e., we replaced ""angular brackets"" with ""open brackets"". Let us know if there is a correction in the name of the video uploaded.Thanks."	harvester_bot
jcyuehsynew5s	Xbee Communication	Not able to configure Xbee in firebird. If the same xbee is connected to adapter , it works good. We are not able to transmit data from firebird to other end but able to do other way round? #tb2118	transporter_bot
jcyr3qx327i4oi	Error	Screenshot_47.png   how to overcome this problem??	harvester_bot
jcylfvjwdd54gu	Regarding Progress Video	Is it possible to extend deadline for progress video? We are only able to complete progress video for blender.	transporter_bot
jcya8b15ip42qb	Regarding task 4	Sir/mam, we have submitted task 3 and proposed an algorithm there,but now we have changed our algorith for efficient working of our bot...Is it okay..?? Marks will be affected by this or not..??	planter_bot
jcy7zaswida5tk	Bge not responding	.Whenever I'm running a script with serial.Serial(com,baudrate) command, blender stops responding.I tried on higher version (2.79) and also on lower version (2.63) but the same problem occurs.	transporter_bot
jcxts3v2x9e745	query regarding background plantation image	do we have to overlay the image that the pi cam clicks(the image with whatever backgrounds and overlayed images on color markers) in the plantation image zones or the overlayed shapes cropped with the total number of color markers?Plantation.png	planter_bot
jcxoao83yeh43b	Query regarding xbee transmission	we are transmitting data from firebird V to ZigBee module connected to pc. Though the function uart_transmit is called only once, data is transmitted multiple times and the next statements in the main program are ignored. Please help #735	transporter_bot
jcxk42zgat428n	regarding progress video	i wanna know that is it compulsory to upload progress video as we are not yet prepared for that and its even not mentioned in the schedule . will this will disqualify us from the competition. two of our team members are ill ,from past two weeks and i am really depressed about it. just clarify these things . 1. can we upload one or two day later with penalty. 2. can we upload only the hardware part means without blender or vise versa. 3. can this task denial will disqualify us from competition. we really want to be in competition , we have planned our schedule acco to final submission as in the eyrc main schedule. we have completed our holding mechanism and are currently working on the coding part. please guide us . apologize for any mistake. team id tb#1747.	transporter_bot
jcxav47forl30g	Blender Python	"Hello Sir/Ma'am, when we were trying to change the position of a particular cube(object), the console window shows the error ""name 'obj' is not defined"" or ""'Mesh' object has no attribute 'location'"". How do we overcome this?#tb_735"	transporter_bot
jcx75209sig4ey	Doubt in blender python	The python script that we developed runs in blender render mode but when we switch to blender game engine,its not running in play mode.But after pressing the escape key the script runs and we are getting the output.How to run our script in blender game? #4900	transporter_bot
jcx4ll761q15zz	Reflections and shadows in image	can someone please explain me how to handle reflections and shadows on flex while traversing the robot. 	planter_bot
jcw4e4iu9682bh	no of blocks on arena	is there a fixed no. of blocks that will be on the arena. or it may vary on the time of evaluation?	transporter_bot
jcvyxvaclx125k	Regarding Blender Game Engine	How to render object texture in game mode? While entering in play mode,  texture is not rendered! please help	transporter_bot
jcvf9khhki842t	Picam	What should be a good choice of picam resolution and frame rate for capturing clear frames to process. I tried many options but still the frame that is captured is not good to be processed.	planter_bot
jcuupzhtjty4cc	Regarding bot movement	Sir we are trying to compare the frame centroid with centroid of contour of max area. We have resized the frame such as Color_image=frame.array[300:500,200:400] If centroid of contour of max area >150 Leftt() If cx<150 and cx>50: Forward() If cx<50 Rightt()  Left.ChangeDutyCycle(23) Right.changeDutyCycle(23) use kiya h But still it does not process the frame properly. Please instruct...	planter_bot
jcul5ep07xs4e3	motor replacement	https://robokits.co.in/motors/encoder-dc-servo/high-precision-quad-encoder-geared-dc-motor-12v-60rpm I bought the motor from this link which was provided by the instructor. But at 100% duty cycle,it turns much slower than the motor provided in the kit.When i checked the rpm (using stopwatch) i found that the new motor which I bought turns at 60 rpm but the motor provided in the kit turns at 150 rpm. So when I searched for motors in nex robotics, I found this:  http://www.nex-robotics.com/products/motors-and-accessories/150rpm-side-shaft-dc-gear-motor-with-position-encoder.html  I believe that this is the exact same motor as provided in the kit. I request the instructors to confirm as soon as possible  	planter_bot
jcs9q58to9r4sa	Raspberry pi not working	#1059 Respected sir,     Our raspberry pi stopped working after few days of use it's lights are not even getting on after connection through the adapter please help us immediately	harvester_bot
jcry05jykrw13r	line traversal	for line traversal using picam do we need to find contours and process the image and find the path of traversal or just finding the pixel value where black is present and follow the path?????which is better.	planter_bot
jcru7h3n2dd3ru	Picam doubt	We are getting the following error when we try to display live video after operating on it(like threshold,blur etc). Error is getting displayed as soon as the window to play video is opened and not even a single frame is displayed. Please help us. The logic is correct because it ran perfectly with laptop camera.20180123_213139.jpg	planter_bot
jcrg0en5v2y38	Stuck on the VNC viewer screen	We are getting attempting to reconnect to VNC server message when we try to reboot raspberry pi with the applied changes. Please help us asap! We tried using mobaxterm but that also didn't help.     	planter_bot
jcr6l7s77zc55e	Doubt python	Can we import pillow in our program	planter_bot
jcqh37qjhsptf	RESULT DECLARATION	When would the results of task 3 be declared?	planter_bot
jcqbf3x5rqv607	RGB LED	The LED that we have been given is common cathode LED or common anode LED? Please provide a link to connect the two LEDs to RPi3	planter_bot
jcq82mygx4661v	regarding progress video	can i use IR sensors? they are not provided in the kit. so is there any objection to use the sensors apart from those which are provided in the kit by e yantra?	planter_bot
jcop2x2n7zj4h	Error in opencv	Cv2.imshow is not working it's asking to rebuilt the opencv still the same problem is undergoing what should we do?	planter_bot
jco5lg6mwaw34g	RGB LED	The LED that we have given is common cathode or common anode led? And please provide a link to connect the two LEDs to RPi3	planter_bot
jcnk5lrbrcd72g	Regarding L298N motor driver	Can we use this L298n	planter_bot
jcnbuasg87c4wp	Encoder doubt	I want to know how we can perform a interrupt routine on the Rpi using functions or inbuilt commands. I search the net but could not find good resources. Can someone help me out??'	planter_bot
jcnbsdd6sxg4ce	Picamera query	I gave camera feed a frame rate of 32, with resolution of 640 but it still seems to be very slow in capturing properly causing robot to fail smooth movement. Is there any way i can improve the performance of camera.?? 	planter_bot
jcn15lrtff6d4	how to setup communication between pi and firebird	sir, we are using pi for image processing.How to establish a communication between pi and firebird so that it returns a value to firebird?	harvester_bot
jcm0qp1hzgm68x	Use of components	Can we use other spare parts from other unused stuff like any toy or something similar for the bot?	planter_bot
jclu2iizrfu2o9	Doubt	Is the circuit made in Hardware testing of 10k ressistors on perf board connected to channels of the quad encoders , required now ??? Because I think now those channels are to be cknnected to the Rpi . Please reply asap .	planter_bot
jclrys0nzz2zh	Rpi 3 heating	The broadcom of Rpi 3 gets heated to quite high temperatures even simply on connecting to power bank ... everything works fine but we just want to make sure if this is natural or not as we just notice the high temperatures ... on some googling, we found a heat sink might be of help , so pls someone tell us if it's ok as it is or should we buy one	planter_bot
jclircusovg5f4	Planter_Bot	For PB theme. Teams are supposed to place CM and ZI at designated Cells. Do not Paste them with arena permanently. As the CM and ZI configuration will be different at different stages of competition. You may use masking tape or double sided tape to avoid it's displacement while a run is going.	planter_bot
jcld0h4r5aa4xb	RPi query	Will all the applications like , contour detection,threshloding and others valid with picam too. If yes can someone just share one example of it. ?? Please I can perform the same with webcam but im not sure how to do it with RPi camera and i dont want to damage it doing unnecessary things.	planter_bot
jckfzargbcu563	Interfacing query	Is there any way by which we run the code on the laptop and send some output signal to raspberry pi to control the motors .... we wanted to check our code on the laptop built-in webcam, and control the motors through that instead of picam (for testing) .... pls help	planter_bot
jcjtv3exr0d2vt	Doubt regarding usage of extra components	Referring to the rulebook provided we are not allowed to use extra components(sensors and actuators) other than those provided in the kit but referring to @1236, says we can use motors not provided in the kit. Could you please clarify regarding what we are not supposed to use and what we can use	transporter_bot
jcj2ibpe5w2z0	Task 3	When will we get our results of task 3?? And the website specifies the last date for task 4 is 27th feb? Is it true or website isn't updated. Please let us know	planter_bot
jchgqt2vemr2iq	following black line	the width of line given in flex is very less as compare to distance between two white line sensor because of which some times line come in between two white line sensor so what should we do in that condition?	harvester_bot
jch8uh8ye2249q	What is next step ??	We have submitted task 3 ?? Now what is the next step ?? Do we need to wait for task ? Or we need to start implementation of robot?	planter_bot
jch5dj8iou06xr	Damaged stepper motor.. need its specifications	Our stepper motor has started functioning abnormally. We think it is damaged while trying to adjust the rotating structure on top of it. Can we please know which stepper motor to buy.  	transporter_bot
jcguqoq3lcl6yl	Python modules	Sir/Ma'am, We are making our program follow a modular approach with separate modules for each routine to keep the source file clean and simple. Now, we do not know the format in which E-Yantra would expect the task from us. So, is it okay to continue with a modular approach or should we define separate functions in a single source file.  Thank You, Team PB#4097	planter_bot
jcgj86lyabp1v5	Task 2 Result	"Respected Sir/Ma'am  We had submitted Task 2 on time and on submitting it showed us :  But on the result page it says ""Task not submitted"". Kindly verify once.  Thanks!"	planter_bot
jcgbwcjil055rw	H/w testing	We accidentally commented the imshow line in picam testing due to which it's not live streaming the live video but is correctly writing it to avi file as shown in our current hw video upload.. We have corrected that now, pls instruct do we need to upload the hw testing video again or not ... Team id is 2415	planter_bot
jcg4wya8nw4le	Pi Camera is not working	 The camera is already enabled.     And its properly connected.  We have tried everything possible but nothing has worked out. Please help. Thanks in advance.	planter_bot
jcfqla0470m4su	Picam stand	Please refer some ecommerce link from where I can buy Pican stand. Iam unable to get one	planter_bot
jcfnjmftw6hfz	Motor driver got damaged	After doing hardware testing of planter bot,we removed power bank and motor and left rest of the connection as it is and somehow our motor driver(L298N) got damaged, what should we do now?	planter_bot
jcf3n1ec9k811y	Chassis dimensions	Please specify the dimensions and the material used for chassis.... Also, do we have to make our own or can we buy one readymade from the market??	planter_bot
jcet53epi0f7je	querry	can anyone tell me what does this error mean. 	planter_bot
jcer8skd8cx5mf	Robot dimension doubt	Are there any limitations on the dimension of the robot (Planter Bot).If yes what is the maximum dimension(l,b,height).	planter_bot
