QUERY_ID	TITLE	MAIN_CONTENT	TAGS
jcnbsdd6sxg4ce	picamera query	give camera feed frame rate resolution slow capture properly cause robot fail smooth movement way improve performance camera	planter_bot
jcn15lrtff6d4	setup communication pi firebird	 pi image processing establish communication pi firebird return value firebird	harvester_bot
jcm0qp1hzgm68x	use component	use spare part unused stuff like toy similar bot	planter_bot
jclu2iizrfu2o9	doubt	circuit hardware test ressistor perf board connect channel quad encoder require think channel cknnecte rpi reply asap	planter_bot
jclrys0nzz2zh	rpi heating	broadcom rpi get heat high temperature simply connect power bank work fine want sure natural notice high temperature google find heat sink pls tell ok buy	planter_bot
jclircusovg5f4	planter_bot	pb theme team suppose place cm zi designate cell paste arena permanently cm zi configuration different different stage competition use mask tape double sided tape avoid displacement run go	planter_bot
jcld0h4r5aa4xb	rpi query	application like contour detection threshlode valid picam yes share example perform webcam sure rpi camera nt want damage unnecessary thing	planter_bot
jckfzargbcu563	interface query	way run code laptop send output signal raspberry pi control motor want check code laptop build webcam control motor instead picam testing pls	planter_bot
jcjtv3exr0d2vt	doubt usage extra component	refer rulebook provide allow use extra component sensor actuator provide kit refer say use motor provide kit clarify suppose use use	transporter_bot
jcj2ibpe5w2z0	task	result task website specifie date task th feb true website update let know	planter_bot
jchgqt2vemr2iq	follow black line	width line give flex compare distance white line sensor time line come white line sensor condition	harvester_bot
jch8uh8ye2249q	step	submit task step need wait task need start implementation robot	planter_bot
jch5dj8iou06xr	damage stepper motor need specification	stepper motor start function abnormally think damage try adjust rotate structure know stepper motor buy	transporter_bot
jcguqoq3lcl6yl	python module	madam make program follow modular approach separate module routine source file clean simple know format yantra expect task okay continue modular approach define separate function single source file thank pb	planter_bot
jcgj86lyabp1v5	task result	respected madam submit task time submitting show result page say task submit kindly verify thank	planter_bot
jcgbwcjil055rw	testing	accidentally comment imshow line picam testing live stream live video correctly write avi file show current hw video upload correct pls instruct need upload hw testing video 	planter_bot
jcg4wya8nw4le	pi camera working	camera enable properly connect try possible work thank advance	planter_bot
jcfqla0470m4su	picam stand	refer ecommerce link buy pican stand iam unable	planter_bot
jcfnjmftw6hfz	motor driver get damage	hardware testing planter bot remove power bank motor leave rest connection motor driver get damage	planter_bot
jcf3n1ec9k811y	chassis dimension	specify dimension material chassis buy readymade market	planter_bot
jcet53epi0f7je	querry	tell error mean	planter_bot
jcer8skd8cx5mf	robot dimension doubt	limitation dimension robot planter bot yes maximum dimension height	planter_bot
jcenqiuq58x29f	opencv cmake issue	get refer pic attach cmake follow step set raspberry pi proxy setting follow link https //raspberrypi stackexchange com questions/ /how set proxy raspberry pi raspbian os linux command li https //www raspberrypi org forum viewtopic php http //www instructable com add local internet proxy setting raspberry-/ configuration complete file generate end cmake sudo clean happen properly doingsudo reach give error https //drive google com file d/ eqssit cy qauruent lpb gjxdwext /view usp share thank	planter_bot
jcecfozeles631	have doubt task	madam submit task th november show submit task submit task yesterday mistake	planter_bot
jccwllm2hqd1fp	task result	expect task result	harvester_bot
jcc8uchr3j1c0	hardware testing	madam motor testing get error picamera code provide error attribute error module object attribute videowriter fourcc try lot get error lead picamera glow unable capture video	planter_bot
jcas04qhc6f2gj	interrupt service routine running	point resource read pulse quadrature encoder interrupt raspberry pi	planter_bot
jcaovgyu81o2vy	get attribute error run code picam py	attribute error module object attribute videowriter fourcc solve try afternoon get solution	planter_bot
jcampuqbr13yd	get error run picam py	import error module name cv error run code instal opencv completely try work	planter_bot
jcamp5fmzrr3ma	query	madam portal see grade policy new tab read information tell task apply future task conduct 	planter_bot
jcaikaqt6dk341	 li ion battery	know battery fully charge	planter_bot
jcafqrgrsqc49x	task submission	tb- madamwe upload task file january eyantra website write late folder receive deadlinetue january pm consider upload update file add answer unfortunately file upload jan want confirm file upload deadline consider uploaded deadline eyrc track jcafnbn dpra jpgeyrc track jcafnvmkkadn png	transporter_bot
jca6jvhs8qa5e9	leave define code	run motor test py error leave define code fix issue	planter_bot
jca4sasdvpdk	task submission late sec	 hello upload task penalty impose	transporter_bot
jca0z24t9wy5jr	task submission	give result task submit submit task flex image upload deadline tell issue	planter_bot
jc9gki4q3w35hn	delay hardware testing upload	unfortunately unable upload hardware testing video today technical reason assure upload video tomorrow th january fail accept sincere apology delay cause	planter_bot
jc93iumf9x8hw	resource	able acess image processing resource resource section resource fire bird python tutorial image process open image processing tab error attach screenshot error show screen	harvester_bot
jc92o0lb4di67y	task submission	madam upload task folder twice late folder upload folder consider penalty	planter_bot
jc8xicoq380793	upload format	 uploaded zip folder time zip folder upload file pdf format docx format query cause penalty	harvester_bot
jc80a41lasp6rl	delay upload task	mam get kit yesterday college holiday complete testing pi cam face difficulty motor test maybe circuit connection provide day allow find fault upload hw testing video soon possible successfully submit task deadline	planter_bot
jc805pnb2rv3hn	submission task	submit task jan forget save word document send send answer try upload say upload folder accept folder	harvester_bot
jc7zn89y5n65uv	submission	constant net hostel able submit task pm take additional time submission submit task kindly excuse time	planter_bot
jc7zjye4y2t3lw	late submision	submit task second late deu lack internet consider	transporter_bot
jc7zecwyi8j2zv	upload task	madam uploading zip file moment haste zip file pic task document file submit task applicable penalty 	transporter_bot
jc7za1yt2j65i	allowance minute submission task	madam constant internet hostel unable submit task allot time request allow extra minute upload task aituation take consideration penalty excuse thank	planter_bot
jc7z1rlcxot269	submit folder change	madam save folder task zip upload portal wen download verify submission find file change ozfn bu pb zip issue theme planter bot	planter_bot
jc7vngybfxd74l	use multiple flowchart describe sub routine	use flowchart sub routine show main flowchart	planter_bot
jc7tt0f1wwy40l	picam error	picam video show error	planter_bot
jc7tpgqkb8q3i7	answer file upload	 release task download task file time read_me file tell converttask implementation_analysis docx pdf file upload today download task download option read_me pdf show save ittask implementation_analysis docx answer upload guide format answer submit	planter_bot
jc7rscu6a48di	urgent task	upload task successfully provide image document ans arena image require addition provide image folder instruct require edit okay	planter_bot
jc7plgn3xqg3ny	rpm motor	hello want ask way find rpm wheel pwm supply	planter_bot
jc7ohpgq60i6kk	opencv cmake error	make build folder write follow command sudo cmake -d cmake_build_type release -d cmake_install_prefix /usr local -d install_python_examples -d opencv_extra_modules_path ~/opencv_contrib- /modules get error configure incomplete error occur get error try cmake fatal source build allow create separate directory build file get error instal libtbb dev library say package libtbb dev installation candidate advise thank	planter_bot
jc7myh7x9rv38w	motor run test	run motor backward direction motor rotate similar run motor forward direction motor run	planter_bot
jc7i55llu8216a	error run picam py file	run picam py file raspberry module cv plzz fast	planter_bot
jc7i1xw0i875j5	instal opencv	sudo cmake -dcmake_build_type release -dcmake_install_prefix /usr local -dinstall_python_example -dbuild_examples -dopencv_extra_modules_path ~/opencv_contrib- /modules run commnad error- configure incomplete error occur	planter_bot
jc7fsh7z9f10h	position sharp ir sensor	change position sharp ir sensor fire bird	harvester_bot
jc7ddwxmp1h18y	doubt field	que arewe suppose design robot traverse real field consist cliff hill road etc instead arena able traverse arena	planter_bot
jc7bdr4jvj45x	arena	gum fix zone indicator arena till aware remove zi fix transparent tap	planter_bot
jc6ov5h6syu5yi	arm mechanism change	allow differ mechanism arm provide answer task question need	harvester_bot
jc6h7p4cn9w3hg	difference question	explain difference question tell detect path st question traverse path nd	planter_bot
jc6eipoos643t	flowchart	attach different pdf contain flowchart	planter_bot
jc6czfyuj7x46c	quad encoder	unable detect output encoder channel gpio pin pi observe cro fine try pattern rpi show random pattern	planter_bot
jc655rq6dv2js	task doubt	mean overlay image seedling image plantation field plant seedling real field right planning traversal technique case consider real field case need overlay image cause actuator need depend case choose	planter_bot
jc64wzskkyu61l	terrain traversal	competition terrain like arena flex mean hill terrain bumpy use suspension terrain 	planter_bot
jc64txstizj56g	overlay doubt	need output image frame overlay traverse arena competition final overlayed output image generate	planter_bot
jc64n9vdc192k1	upload query	 suggest upload zip file mb file mb uploadded give error check recieve file recieve reduce size degrade pixxel value photo	planter_bot
jc64gfh37atz3	file upload transporter bot	upload form ask zip file file include apart document pdf format question ask arena blender image embed document	transporter_bot
jc5ta6lw8c45xf	stepper motor program	make video rotate structure rotate rotate structure algorithm give rulebook include xbee communication	transporter_bot
jc5qfvw4xjb4zn	doubt flowchart algo	use separate flowchart explain path traversal overlay algorithm messy single	planter_bot
jc5mt1m125xmt	task file doubt	 save text file format pdf extension mention read file simply say save file editing	planter_bot
jc5mrfk8vxo23u	doubt task submission	madam read file submit task zip folder name teamid>_task use eyrc simply pb different task express different manner	planter_bot
jc57vm0h8gr69i	rulebook doubt	section table large medium small orange section table size count column orange small orange give typo table relate table follow send picture arena	harvester_bot
jc4un21ybpo2rr	scale fruit position sheet printout use inch outer dia pipe	use inch scale fruit position sheet printout use right use inch dimension fruit position sheet fill gap white sheet	harvester_bot
jc4qopo0p6z6j4	task 	selection process task binary task	harvester_bot
jc4nuuea21t6fq	component	allow use component like sensor etc apart give eyantra	planter_bot
jc4mjwweo2347f	task doubt	arena give sample arena mean shape path position terrain	planter_bot
jc4i8av8lgk4ok	zone indicator sticking	suppose stick different zone indicator gum flex place flex	planter_bot
jc4hfd4mekczd	answer query	question number upload image delete text blue color table final submission leave way	planter_bot
jc4eybv92w5ds	picam case rpi case	allow use protect rpi use planter bot	planter_bot
jc4blt5fg482bt	flowchart question	 flowchart question draw single flowchart later explain function seperately explain function flowchart	planter_bot
jc4auc14wia58s	task question doubt	friend explain question detect explain blue triangle hardware mean unable understand question	planter_bot
jc3pdglwxut3ax	submit task folder available eyantra portal	madam unable locate task submission folder eyantra portal lose data laptop unable recover send task submission need task theme planter bot	planter_bot
jc300hk7y7f4fa	error line width flex	flex line width error cell size cm cm know error occur change give pdf	planter_bot
jc2z7ijpu2a3ho	query overlay question	question mention score provide overlay total total score general need time take information mention rulebook penalty give inappropriate overlay penalty mark deduct mention mark correct overlay image consider penalty	planter_bot
jc2z2no5khh47x	query	mention leader college	planter_bot
jc2sp6wzv7d4yu	power bank	need place power bank planter bot	planter_bot
jc2e388rvtai	use ir sensor planter bot	 want line follower planter bot theme ir sensor provide eyantra use sharp ir sensor make line follower need use image processing path detection	planter_bot
jc28n7adqa5o4	preparation arena	stick color marker zone indicator permanently flex	planter_bot
jc25uwt9p3m6vh	screw stud	provide stud inch need use inch use extra screw stud instruct	planter_bot
jc25ovlda9142n	castor wheel	support weight motor use astor wheel instead instruct	planter_bot
jc1yyhqbuqn2bs	use extra led	use extra led	planter_bot
jc1ynpjt5lq6gk	chase	chase gic metal sheet take care damage arena okay instruct	planter_bot
jc1yn9dkjrv6aj	chase	chase gic metal sheet take care damage arena okay jquery lease instruct	planter_bot
jc1yhoxb6yi42b	use extra motor	use extra motor addition provide yantra rotate camera specify	planter_bot
jc1y1niwmju6z4	task	 madam question mean elaborate	planter_bot
jc1xy3r54rc5rn	task doubt	 madam question specify algorithm detect end run general end run determine ie ip terrain rgb circuit blink sequence end run	planter_bot
jc1t7r642ky2p7	threshold wls differ	threshold value white line sensor change brightness room suppose threshold standard environment threshold	harvester_bot
jc1r17lhiv1tw	task implementation	mean identify marker image processing use sensor clarify	planter_bot
jc1mzqdvmi62lt	task question doubt	 madam color marker present shape circle square triangle rgb color combination	planter_bot
jc1kox40d04x6	task question query	 madam confused question unable understand properly suppose choose picam answer specify pro picam con webcam way mention pro con write	planter_bot
jc1jzo4sf1e4a2	task doubt	 madam confusion question question little bit detail	planter_bot
jc1i79n1j6h4gr	motor specification	 madam want know motor specification like rpm current rating specified motor unlike component specification write	planter_bot
jc13fck4der57w	doubt algorithm design	couple little doubt algorithm design grateful solve permit change algorithm line realise want change work question mention list possible function specify word limit mean elaborate function text form outside flowchart separate flowchart function	planter_bot
jc11gvgor0q2r3	small doubt task implementation question	follow question robot traverse field represent arena give rulebook answer consider real life interpretationsof arena eg hill road cliff road etc present answer mention line follow technique robot implement similar question follow explain use picam decide course traversal explain detail use mount picam sense environment associate theme	planter_bot
jc0xbx0x7dprl	suppose write question	eyrc track jc xbe xltx jpg	planter_bot
jc0uqpjt36q56p	able enter raspberry pi	able log raspberry pi default password userid check ssh status active terminal shantanu@shantanu thinkpad ~$ ssh pi@ ssh connect host port route host terminal ssh service openbsd secure shell server load loaded /lib systemd system ssh service enable vendor preset enable active active run thu ist ago process execreload /bin kill -hup mainpid code exit status /success main pid sshd cgroup /system slice ssh service /usr sbin sshd -d solve	planter_bot
jc0ns4497idgj	robot make query	madam want know time robot th january complete bot th january	planter_bot
jc0ijb3k7mt2eq	explain	leave gpio pwm motor right gpio pwm motor leave start right start left changedutycycle right changedutycycle	planter_bot
jc0gcswguvh67c	testing	mam exam st december get kit query helpdesk reply holiday able kit th jan submit hw testing video member present area college 	planter_bot
jc0bmx23nyd6ya	pickup point blender	change need pickup point blender game create accord task change	transporter_bot
jc08kvgis8w1mb	task chasis query	maam contruct chasis plywood use readymade available online 	planter_bot
jc02sav1ept2fv	solve	screenshot png	harvester_bot
jbzzszosjq60z	opencv installation	get permission deny run cmake command command like rm -rf build	planter_bot
jbzxd9qt3wq484	communication blender interface firebird	tell wether action robot blender perform firebird copy way firebird blender robot precisely want know direction communication blender firebird zigbee theme transporter bot	transporter_bot
jbz7lk3yqn4ok	picam doubt	picam capture video fine good frame rate rapid movement capture smoothly picture quality like mp capture frame picam operate manner	planter_bot
jbz3ckuztpv4cu	query software hardware testing video	mail acknowledge receive shipment upload software hardware testing video semester exam end th december consequently leave home city college kit ship college college restart th january receive kit able hardware testing upload image arena print portal december	planter_bot
jbyrujmflyp1qu	picam fps	thecode provide eyantra hardware testing generate video feed fps video low capture quick movement provide solution increase fps picam	planter_bot
jbyp7gn3hby3ch	use sensor	allow use sensor component build bot task implementation pdf question number mention use sensor	planter_bot
jbykjsq1bni7bv	task doubt	prepare arena rule book answer question town document task right thing hardware programming task inform asap	planter_bot
jby83g7j5c97pe	cv	pi@raspberrypi python picam py run code error see opencv instal traceback recent file picam py line module import cv importerror module name cv	planter_bot
jbxvpjshbaa60p	task doubt	allow use servo task want attach servo pod camera toh deg view require use ir sensor planning use extra motor wheel stability allow list mention 	planter_bot
jbxu19abeec4p5	confusion question task attach final blender interface image	question mention depict scenario blender interface scenario depict farm pickup point crate truck design blender image consist real farm crate truck earlier task give fig rulebook show block rotate structure	transporter_bot
